ssps,ownerName,ownerScreenId,venueTypes,locationType,country,state,dma,city,zip,adTypes,resolutions,durations,screenName,facing,link,address,avgDwellTime,avgImpressionMultiplier,avgWeeklyImpressions,avgCpm,restrictions,lat,lng,count
Place Exchange,Clear Channel Outdoor Brazil,RIO90,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22007,"Image, Silent Video",400x600,10,,,,Avenida Atlântica Esquina Com Avenida Princesa Isabel,,1.0,574614,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9653,-43.1739,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO84,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22441,"Image, Silent Video",400x600,10,,,,Avenida Delfim Moreira Em Frente A Praça Atahulpa,,1.0,660882,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9886,-43.2277,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO83,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22070,"Image, Silent Video",400x600,10,,,,Avenida Atlantica Esquina Com Rua Djalma Ulrich,,1.0,660882,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9793,-43.1894,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO55,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22281,"Image, Silent Video",400x600,10,,,,Rua Real Grandeza / Rua Gal Polidoro,,1.0,343089,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9582,-43.1914,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO31,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22407,"Image, Silent Video",400x600,10,,,,Rua Gilberto Cardoso 15m Após Rua Ministro Raul Machado,,1.0,304513,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.979504,-43.221249,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO88,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22420,"Image, Silent Video",400x600,10,,,,Avenida Vieira Souto Em Frente Ao Colégio São Paulo,,1.0,574614,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9875,-43.196,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO16,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22440,"Image, Silent Video",400x600,10,,,,"Avenida Ataulfo De Paiva, Em Frente Ao N. 1351",,1.0,300840,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.986269,-43.228594,N/A
Place Exchange,Clear Channel Outdoor Brazil,RDJ09,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,"Rua Senador Vergueiro, N. 171.",,21.8253968253968,220000,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9277,-43.236,N/A
Place Exchange,Clear Channel Outdoor Brazil,RDJ17,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22279,"Image, Silent Video",400x600,10,,,,"Avenida Maracanã, Em Frente Ao Hipermercado Extra",,21.8253968253968,220000,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9517,-43.1854,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO98,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22007,"Image, Silent Video",400x600,10,,,,Avenida Atlântica Esquina Com Rua Republica Do Peru,,1.0,660882,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.969,-43.1808,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO85,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20260,"Image, Silent Video",400x600,10,,,,"Rua Hadock Lobo, Em Frente Ao N. 360",,1.0,881432,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.920771,-43.218035,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO49,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22279,"Image, Silent Video",400x600,10,,,,Praia Do Flamengo / Rua Do Russel - Searj,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9203,-43.1748,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO51,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22279,"Image, Silent Video",400x600,10,,,,Avenida Pasteur / Lions Esquina Com Avenida Venceslau Brás,,1.0,215512,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9513,-43.1751,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO69,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20511,"Image, Silent Video",400x600,10,,,,Avenida Maracanã - Canteiro Central - Em Frente Ao Nr 629,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.918333,-43.232039,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO30,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22240,"Image, Silent Video",400x600,10,,,,"Rua Das Laranjeiras, 211 Após Rua Pinheiro Machado Sentido Cosme Velho",,1.0,335785,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.933527,-43.185779,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO26,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,"Rua Mariz E Barros, Lado Oposto Ao N. 179",,1.0,603433,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.911726,-43.214787,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO4,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,"Avenida Chile,  Logo Após A Rua Do Lavradio",,1.0,251499,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.910035,-43.182588,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO7,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Avenida República Do Paraguai Chegando À Lapa,,1.0,429184,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.913461,-43.178727,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO76,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22441,"Image, Silent Video",400x600,10,,,,Avenida Delfim Moreira Esquina Com Avenida Afranio De Melo Franco,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9864,-43.2173,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO68,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Avenida Presidente Castelo Branco Em Frente Ao Portao 15 Do Maracana,,1.0,574614,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9104,-43.2292,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO63,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Rua Afonso Cavalcanti Nr 25,,1.0,881432,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9109,-43.2059,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO60,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Avenida Presidente Vargas Com Avenida Rio Branco,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9014,-43.1794,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO17,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22440,"Image, Silent Video",400x600,10,,,,"Avenida Ataulfo De Paiva, Em Frente Ao N. 1175",,1.0,477809,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.985722,-43.22698,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO32,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22407,"Image, Silent Video",400x600,10,,,,Avenida Padre Leonel Franca Com Avenida Visconde De Albuquerque,,1.0,415580,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9785,-43.2268,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO61,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Avenida Presidente Wilson Esquina Com Avenida Presidente Antonio Carlos,,1.0,343089,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9102,-43.1723,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO79,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22420,"Image, Silent Video",400x600,10,,,,Avenida Vieira Souto Esquina Com Rua Farme De Amoedo,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9867,-43.2009,N/A
Place Exchange,Clear Channel Outdoor Brazil,RDJ03,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Avenida Rio Branco / Rua Do Rosário,,21.8253968253968,220000,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9105,-43.204,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO53,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,21665,"Image, Silent Video",400x600,10,,,,Rua Pinheiro Machado / Praca Weizmann,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9421,-43.1822,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO41,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22407,"Image, Silent Video",400x600,10,,,,Avenida Borges De Medeiros Esquina Com Rua Mario Ribeiro,,1.0,660882,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9776,-43.2186,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO73,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22450,"Image, Silent Video",400x600,10,,,,Avenida Niemeyer Em Frente Ao Recuo Dos Pescadores,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9898,-43.2274,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO70,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Boulevard 28 De Setembro Em Frente Ao Nr 303,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9156,-43.2454,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO38,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22411,"Image, Silent Video",400x600,10,,,,Avenida Epitácio Pessoa Em Frente A Rua Maria Quitéria,,1.0,415851,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9803,-43.2054,N/A
Place Exchange,Clear Channel Outdoor Brazil,RDJ06,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22407,"Image, Silent Video",400x600,10,,,,"Rua Afonso Cavalcante, Esquina C/ Rua Visconde Duprat, Nº 73",,21.8253968253968,220000,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9837,-43.2123,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO87,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22441,"Image, Silent Video",400x600,10,,,,Avenida Vieira Souto Esquina Com A Epitácio Pessoa (jardim De Alah),,1.0,660882,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.986246,-43.215873,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO36,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22411,"Image, Silent Video",400x600,10,,,,Avenida Epitácio Pessoa Em Frente Ao Viaduto Augusto Frederico Schmidt,,1.0,505620,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9765,-43.1994,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO25,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20210,"Image, Silent Video",400x600,10,,,,"Avenida Presidente Vargas, Canteiro Central, Em Frente Aos Correios",,1.0,710344,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.909616,-43.204053,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO13,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22061,"Image, Silent Video",400x600,10,,,,"Rua Pompeu Loureiro, 45",,1.0,135025,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.97354,-43.192454,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO74,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22070,"Image, Silent Video",400x600,10,,,,Avenida Atlantica Esquina Com Rua Joaquim Nabuco,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9854,-43.1893,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO33,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22470,"Image, Silent Video",400x600,10,,,,Avenida Epitacio Pessoa Em Frente A Rua Cicero Gois Monteiro,,1.0,367708,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.962832,-43.205842,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO89,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22020,"Image, Silent Video",400x600,10,,,,Avenida Atlântica Esquina Com Rua Rodolfo Dantas (copacabana Palace),,1.0,574614,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9672,-43.1783,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO15,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22279,"Image, Silent Video",400x600,10,,,,"Rua Sao Clemente, Largo Dos Leões, Próximo Á Cobal",,1.0,291237,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.953868,-43.196969,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO29,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22230,"Image, Silent Video",400x600,10,,,,"Rua Marques De Abrantes, Em Frente Ao N. 118",,1.0,142474,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.937289,-43.177586,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO54,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22250,"Image, Silent Video",400x600,10,,,,Praia De Botafogo / Oswaldo Cruz,,1.0,343089,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9419,-43.1779,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO86,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22420,"Image, Silent Video",400x600,10,,,,Avenida Vieira Souto Esquina Com Rua Vinicius De Moraes,,1.0,660882,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9866,-43.203,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO58,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22210,"Image, Silent Video",400x600,10,,,,Praia Do Flamengo Ef A Rua Correia Dutra,,1.0,881432,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.927701,-43.173399,N/A
Place Exchange,Clear Channel Outdoor Brazil,RDJ12,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22279,"Image, Silent Video",400x600,10,,,,"Avenida Rainha Elizabeth, Lado Opsto Ao N. 741.",,21.8253968253968,220000,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9565,-43.1985,N/A
Place Exchange,Clear Channel Outdoor Brazil,RDJ11,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,"Rua Humaitá, Em Frente A Rua João Afonso",,21.8253968253968,220000,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9186,-43.2506,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO81,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22617,"Image, Silent Video",400x600,10,,,,Avenida Prefeito Mendes De Morais Esquina Com Rua Princesa Santana De Gales (praia Do Pepino),,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-23.0001,-43.2696,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO45,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Avenida Alfredo Agache Ef Ao 3º Comar,,1.0,660882,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.905842,-43.168334,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO5,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Rua Teixeira De Freitas X Avenida Beiramar,,1.0,660767,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.914774,-43.174901,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO93,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22617,"Image, Silent Video",400x600,10,,,,Auto Estrada Lagoa Barra Proximo Ao Sao Conrado Fashion Mal,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9955,-43.2591,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO2,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22279,"Image, Silent Video",400x600,10,,,,Rua Da Passagem Esquina De Rua Clotilde Guimaraes,,1.0,566872,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.952305,-43.182064,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO59,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,Praça Vereador Miguel Ângelo S/n - Próximo Ao Aeroporto Santos Dumont,,1.0,343089,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.912239,-43.168186,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO42,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22407,"Image, Silent Video",400x600,10,,,,Rua Mario Ribeiro Em Frente Ao Posto Ipiranga Do Joquei Clube,,1.0,660882,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9772,-43.22,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO46,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,20269,"Image, Silent Video",400x600,10,,,,"Avenida Presidente Vargas, Em Frente A Central Do Brasil",,1.0,660882,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.905273,-43.191459,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO1,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22007,"Image, Silent Video",400x600,10,,,,Avenida Princesa Isabel Com Rua Barata Ribeiro,,1.0,625674,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.961731,-43.175592,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO72,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22420,"Image, Silent Video",400x600,10,,,,Vieira Souto / Rua Maria Quitéria,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9864,-43.2073,N/A
Place Exchange,Clear Channel Outdoor Brazil,RIO77,Urban Panels,Outdoor,Brazil,Rio De Janeiro,5 - Grande Rio De Janeiro,Rio De Janeiro,22617,"Image, Silent Video",400x600,10,,,,Auto Estrada Lagoa Barra - C.c. - Em Frente A J. Herbert Moses,,1.0,484771,5.0,"Cigars, Pornography, Sexuality, Politics, Illegal Content, Law, Government, & Politics",-22.9981,-43.2658,N/A
